,I_1,I_2,I_4,I_8,I_16,I_inf,W_100,W_1000,W_10000,W_100000,est_lb,est,est_ub
207,3.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,32.0400833500624,33.11626399901554,34.19244464796867
208,3.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,27.362469577953508,29.062616609155242,30.76276364035698
209,3.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,31.549457705766255,32.68297050301569,33.81648330026512
210,6.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,45.13499985192454,45.16050261450536,45.18600537708619
211,6.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,29.5869226927094,30.949140590928504,32.31135848914761
212,6.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,32.409919709023164,33.78859291154413,35.16726611406509
213,6.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,30.80220933934721,31.987940441810593,33.17367154427397
214,6.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,45.14199344970496,45.15699344970496,45.17199344970496
215,6.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,45.062612586643716,45.18280962931351,45.303006671983304
216,6.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,45.29670567902938,45.31170567902938,45.32670567902938
217,6.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,27.739819319026072,30.074066375637322,32.40831343224857
218,6.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,27.237482415683257,28.60780591609415,29.97812941650505
219,6.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,45.10602901151518,45.121895885146415,45.137762758777654
220,9.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,31.923727589585877,33.94538975554296,35.967051921500044
221,9.0,32.0,32.0,32.0,32.0,32.0,inf,inf,inf,inf,45.27277427155565,45.28777427155565,45.30277427155565
